Establishment_id,Name,Category,City,State,Zip,Address_line_1,Address_line_2,Owner,Type,Latitude,Longitude
8325,CHI'BAL TEQUILA BAR & MEXICAN KITCHEN,Full Service,LAUREL,MD,20707.0,14933 BALTIMORE AVE,------,Dora Escobar,Food Establishments,39.095817,-76.851605
8326,SOUTH PRIDE SEAFOOD & SOUL,Fast Food - Local,NATIONAL HARBOR,MD,20745.0,5201 INDIAN HEAD HWY,------,Jiyeon Lee,Food Establishments,38.81872,-76.99978
8327,Mgm - Patisserie,Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8328,MGM - STARBUCKS,Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8329,MGM - GINGER,Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8330,MGM - TAP,Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8331,MGM - PAPPAS CRAB (M1),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8332,MGM - HONEYS (M2),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8333,MGM - LOS AMO (M3),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8334,MGM - ZIZI'S PIZZA (M4),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8335,Mgm - District Deli (M5),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8336,MGM - S'CREAM ICE CREAM (M6),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8337,MGM - FRESH,Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,WILLIAM BOASBERG,Food Establishments,38.795717,-77.009906
8338,MGM - BENTO (M8),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8339,MGM - GWBW (M9),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8340,Mgm - Voltaggio (Steak House),Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8341,WINGSTOP,Fast Food,HYATTSVILLE,MD,20782.0,6211 BELCREST RD,3,Himanshu Shah,Food Establishments,38.965807,-76.953887
8343,MARYLAND INTERNATIONAL DAY SCHOOL,Public School,FORT WASHINGTON,MD,20744.0,1900 TUCKER RD,------,ESTHER DONAWA,Food Establishments,38.776829,-76.974761
8345,LA COCINA DE MI TIERRA,Restaurant,DISTRICT HEIGHTS,MD,20747.0,1950 COUNTY RD,------,JOSE CLAROS,Food Establishments,38.862377,-76.897914
8346,MUSE PAINTBAR NATIONAL HARBOR,Restaurant,NATIONAL HARBOR,MD,20745.0,122 WATERFRONT ST,COMM U,STANLEY FINCH,Food Establishments,38.785385,-77.01581
8347,Savannah's Candy Kitchen,Specialty Store,NATIONAL HARBOR,MD,20745.0,140 AMERICAN WAY,------,DAMON BARR,Food Establishments,38.784489,-77.015635
8348,HORACE AND DICKIE'S SEAFOOD,Restaurant,SUITLAND,MD,20746.0,5601 ALLENTOWN RD,------,NANCY SHANNON,Food Establishments,38.810643,-76.896257
8349,UMCP - CREATIVE COMMONS AT TAWES,College/University,COLLEGE PARK,MD,20742.0,3841 CAMPUS DR,------,Joseph Mullineaux,Food Establishments,38.984828,-76.948226
8350,AFC SUSHI @ HARRIS TEETER 324,Specialty Store,BOWIE,MD,20715.0,15505 ANNAPOLIS RD,------,JEFFERY SEILER,Food Establishments,38.979457,-76.734546
8351,STARBUCKS COFFEE COMPANY,Coffee Shop,BELTSVILLE,MD,20705.0,10906 BALTIMORE AVE,------,HOWARD SCHULTZ,Food Establishments,39.033143,-76.909851
8352,TROPICAL SMOOTHIE CAFE,Fast Food - Chain,BOWIE,MD,20715.0,15475 ANNAPOLIS RD,150,TOYA EVANS,Food Establishments,38.979316,-76.734998
8353,Cheltenham Youth Detention Center,Institution,CHELTENHAM,MD,20623.0,11003 FRANK TIPPETT RD,------,MARY HOWARD,Food Establishments,38.739092,-76.831406
8354,QU JAPAN,Full Service,COLLEGE PARK,MD,20740.0,7406 BALTIMORE AVE,------,BING XIA LIAN,Food Establishments,38.981069,-76.937976
8355,LANDMARK CAFE,Cafeteria,COLLEGE PARK,MD,20740.0,4500 COLLEGE AVE,1130,CUONG HOANG,Food Establishments,38.981949,-76.937037
8356,CRESCENT BEER & WINE,Carry-out,BOWIE,MD,20715.0,15501 ANNAPOLIS RD,300,BRIAN BERMAN,Food Establishments,38.979457,-76.734546
8357,RED CLAY AND PIGS,Catering Only,GREENBELT,MD,20770.0,15 CRESCENT RD,------,TENNILLE MIDDLETON,Food Establishments,39.000333,-76.879293
8358,KRISPY KREME 319,Fast Food - Chain,CAPITOL HEIGHTS,MD,20743.0,8703 CENTRAL AVE,------,MIKE TATTERSFIELD,Food Establishments,38.890384,-76.854911
8359,CARIBBEAN GRILL,Restaurant,LANDOVER,MD,20785.0,7037 MARTIN LUTHER KING JR HWY,------,MILTON COLQUEHOUN,Food Establishments,38.915301,-76.884361
8360,MGM - FISH BY JOSE ANDRES,Casino,NATIONAL HARBOR,MD,20745.0,101 MGM NATIONAL AVE,------,LORENZO CREIGHTON,Food Establishments,38.795717,-77.009906
8361,MOD PIZZA,Fast Food - Chain,BOWIE,MD,20715.0,15511 ANNAPOLIS RD,560,SCOTT SVENSON,Food Establishments,38.979717,-76.733605
8362,COCINA RICA,Fast Food - Local,HYATTSVILLE,MD,20783.0,7972 NEW HAMPSHIRE AVE,------,JAMES SONG,Food Establishments,38.990404,-76.987588
8363,CHICK-FIL-A BOWIE MARKETPLACE,Fast Food - Chain,BOWIE,MD,20715.0,15505 ANNAPOLIS RD,------,ROB HEROLD,Food Establishments,38.979457,-76.734546
8364,TRINITY GRILL,Full Service,HYATTSVILLE,MD,20782.0,3010 HAMILTON ST,------,Hope Jones,Food Establishments,38.955981,-76.964441
8366,CENTRAL BAKERY,Bakery,BLADENSBURG,MD,20710.0,4928 ANNAPOLIS RD,------,JOSE DAVILA,Food Establishments,38.93946,-76.932899
8367,THE BRASS TAP- NATIONAL HARBOR,Bar/Tavern/Lounge,NATIONAL HARBOR,MD,20745.0,164 FLEET ST,COMM U,MARK RIDLEY,Food Establishments,38.783125,-77.015537
8371,ROYAL FARMS 278,Gas Station Store,NATIONAL HARBOR,MD,20745.0,100 MONUMENT AVE,------,JOHN KEMP,Food Establishments,38.7994,-77.00307
8372,ONE STOP GROCERY STORE,Convenience Store,SUITLAND,MD,20746.0,5679 SUITLAND RD,------,JAMAL ANASIR,Food Establishments,38.838354,-76.907413
8373,SANCOL INTERNATIONAL FOOD LLC,Grocery Store,GLENARDEN,MD,20706.0,9730 MARTIN LUTHER KING JR HWY,F,YUSUF SANU,Food Establishments,38.950734,-76.837802
8374,ALL FOR YOU CATERING,Carry-out,BOWIE,MD,20720.0,14207 OLD ANNAPOLIS RD,------,WENDY HARPER,Food Establishments,38.969829,-76.760674
8375,JOY'S MARKET,Carry-out,FORT WASHINGTON,MD,20744.0,10200 OLD FORT RD,------,JOANNA LEE,Food Establishments,38.751495,-76.978277
8376,Minute Events Catering,Bakery,MITCHELLVILLE,MD,20721.0,1701 ENTERPRISE RD,------,STEVEN WILSON,Food Establishments,38.913274,-76.800398
8378,SHAKE SHACK,Restaurant,NATIONAL,MD,20745.0,101 MGM NATIONAL AVE,------,Andrew McCaughan,Food Establishments,38.795717,-77.009906
8379,LA PITA,Bakery,BELTSVILLE,MD,20705.0,11324 OLD BALTIMORE PIKE,------,HATIM ELBADARI,Food Establishments,39.038856,-76.901574
8380,SEVEN ELEVEN 37918A,Convenience Store,CHEVERLY,MD,20785.0,7501 LANDOVER RD,------,ISRAR AHMED,Food Establishments,38.926671,-76.885714
8381,WINGS 21,Fast Food - Local,LANHAM,MD,20706.0,9300 WOODMORE CENTRE DR,505,HEESUK NOH,Food Establishments,38.930724,-76.851101
8383,7 SUMMERS LIQUORS,,UPPER MARLBORO,MD,20772.0,18811 CENTRAL AVE,------,,Food Establishments,38.905893,-76.677678
8384,SUBWAY,Fast Food,DISTRICT HEIGHTS,MD,20747.0,5814 SILVER HILL RD,------,MOHAMMAD HANNAN,Food Establishments,38.855494,-76.906065
8385,PAISANOS PIZZA,Carry-out,TEMPLE HILLS,MD,20748.0,4815 ST BARNABAS RD,------,CHRISTOPHER SWANN,Food Establishments,38.823309,-76.950385
8386,EDDY'S CARRYOUT 111,Carry-out,UPPER MARLBORO,MD,20772.0,7607 CRAIN HWY,B120,JUN SHI ZHANG,Food Establishments,38.784578,-76.794013
8388,SMOOTHIE KING INSIDE LA FITNESS,Snack Bar/Concession Stand,SPRINGDALE,MD,20774.0,50 WATKINS PARK DR,------,SHAWNDELL PULLAM,Food Establishments,38.898597,-76.791165
8390,THE UNCAGED CHEFS,Fast Food - Local,DISTRICT HEIGHTS,MD,20747.0,6027 MARLBORO PIKE,------,DAMIAN BROWN,Food Establishments,38.856231,-76.902649
8392,JERSEY MIKE'S SUBS,Fast Food,HYATTSVILLE,MD,20784.0,8310 ANNAPOLIS RD,E,DANIEL MALAMIS,Food Establishments,38.956682,-76.871441
8393,GQ PLACE LOUNGE / RESTAURANT,Restaurant,GREENBELT,MD,20770.0,8833 GREENBELT RD,------,PATRICK NWAOKWU,Food Establishments,38.990931,-76.85284
8394,DOLLAR PLUS GROCERY,Dollar Store,HYATTSVILLE,MD,20783.0,5924 RIGGS RD,------,HIRUT SWAGEGNE,Food Establishments,38.962921,-76.992119
8395,LAUREL FIREHOUSE SUBS,,LAUREL,MD,20707.0,901 WASHINGTON BLVD,------,DEWAYNE EJIKEME,Food Establishments,39.09696,-76.85181
8396,UMCP - SAMOVAR,College/University,COLLEGE PARK,MD,20742.0,4065 CAMPUS DR,------,Joseph Mullineaux,Food Establishments,38.985378,-76.946827
8397,SUPER JAPAN,Fast Food - Local,HYATTSVILLE,MD,20782.0,3120 QUEENS CHAPEL RD,------,YUTAO GAO,Food Establishments,38.950402,-76.967332
8399,3 MOORE SISTERS CATERING,,GREENBELT,MD,20770.0,15 CRESCENT RD,------,SHARON MOORE,Food Establishments,39.000333,-76.879293
8401,TROPICAL SMOOTHIE CAFE MD-018 MD-018,Carry-out,CAPITOL HEIGHTS,MD,20743.0,1703 RITCHIE STATION CT,100,CLEMENT TROUTMAN,Food Establishments,38.8669,-76.850457
8402,HIGH FIVE DMV,Ice Cream,LAUREL,MD,20707.0,502 MAIN ST,------,GARTH HAMILTON,Food Establishments,39.107035,-76.850402
8404,CHARLEY'S PHILLY STEAKS,Carry-out,HYATTSVILLE,MD,20782.0,3500 EAST WEST HWY,FC8,JIAN LI,Food Establishments,38.966903,-76.958574
8405,QUICKWAY JAPANESE HIBACHI,Carry-out,BOWIE,MD,20715.0,15475 ANNAPOLIS RD,160,BOB LIANG,Food Establishments,38.979316,-76.734998
8406,DUTCH VILLAGE MARKET - CK MEATS,Meat/Poultry Market,UPPER MARLBORO,MD,20772.0,5030 BROWN STATION RD,120,CHRIST STOLTZFUS,Food Establishments,38.820331,-76.76497
8407,DUTCH VILLAGE MARKET - SAM'S WING COUNTER,Carry-out,UPPER MARLBORO,MD,20772.0,5030 BROWN STATION RD,------,ELMER ESH,Food Establishments,38.820331,-76.76497
8408,ATOMIC WINGS,Fast Food - Local,HYATTSVILLE,MD,20782.0,3124 Queens Chapel RD,------,RAY OMAR,Food Establishments,38.950436,-76.967322
8409,DUTCH VILLAGE FARMERS MARKET STOLTZFUS POULTRY,Meat/Poultry Market,Upper Marlboro,MD,20772.0,5030 Brown Station RD,------,JOHN RIEHL,Food Establishments,38.820331,-76.76497
8410,DUTCH VILLAGE FARMERS MARKET YODER'S RIBS N CHICKEN,Carry-out,Upper Marlboro,MD,20772.0,5030 Brown Station,120,JOHN YODER,Food Establishments,38.820331,-76.76497
8411,DUTCH VILLAGE FARMERS MARKET STOLTZFUS DELI,Carry-out,Upper Marlboro,MD,20772.0,5030 Brown Station RD,120,MICHAEL STOLTZFUS,Food Establishments,38.820331,-76.76497
8412,DUTCH VILLAGE FARMERS MARKET - THE RIEHL CHEESE SHOP,Carry-out,UPPER MARLBORO,MD,20772.0,5030 BROWN STATION RD,------,AMOS RIEHL,Food Establishments,38.820331,-76.76497
8413,THE PATHWAY SCHOOL -HORIZONS,Private School,BELTSVILLE,MD,20705.0,4600 POWDER MILL RD,------,TANIA DUBEAU,Food Establishments,39.045775,-76.914576
8414,CATER LAINE CATERING & EVENT PLANNING SERVICE LLC,Catering Only,CAMP SPRINGS,MD,20748.0,4508 BEECH RD,------,ELAINE ROBINSON,Food Establishments,38.82452,-76.939779
8415,Naylor Market,Convenience Store,TEMPLE HILLS,MD,20748.0,3201 NAYLOR RD,------,BELAY GETU,Food Establishments,38.852017,-76.96033
8416,KIKKA SUSHI AT WHOLE FOODS RIVERDALE,Specialty Store,RIVERDALE,MD,20737.0,6621 BALTIMORE AVE,B,TONNY SOESANTO,Food Establishments,38.969795,-76.938319
8417,MILKBOY ARTHOUSE,,COLLEGE PARK,MD,20740.0,7416 BALTIMORE AVE,------,JAMES LOKOFF,Food Establishments,38.981372,-76.937979
8418,P.G. NEWS,Convenience Store,HYATTSVILLE,MD,20782.0,3500 EAST WEST HWY,K11,EAKTA GUPTA,Food Establishments,38.966903,-76.958574
8419,RAGAMUFFINS COFFEE HOUSE,Coffee Shop,LAUREL,MD,20707.0,385 MAIN ST,------,JEREMY TUINSTRA,Food Establishments,39.105418,-76.846773
8420,UNIVERSITY GAS STATION,Gas Station Store,HYATTSVILLE,MD,20783.0,2201 UNIVERSITY BLVD,------,MOHAMMAD KHORASANIAN,Food Establishments,38.983632,-76.975672
8421,STARBUCKS  22910 22910,Coffee Shop,RIVERDALE,MD,20737.0,4501 Van Buren ST,------,HOWARD SCHULTZ,Food Establishments,38.969795,-76.938319
8422,DUTCH VILLAGE FARMERS MARKET -B&C PRODUCE,Carry-out,Upper Marlboro,MD,20772.0,5030 Brown Station RD,120,ROBERT MARTIN,Food Establishments,38.820331,-76.76497
8423,TACO BELL 31687,Fast Food,MITCHELLVILLE,MD,20716.0,4101 MITCHELLVILLE RD,------,ROBERT CARLUCCI,Food Establishments,38.946659,-76.721574
8424,SILVESTRE CHICKEN & STEAK,Carry-out,BOWIE,MD,20720.0,12500 FAIRWOOD PKWY,B1,MARVIN CASTRO,Food Establishments,38.962975,-76.788294
8425,TOBACCO & GROCERY,Convenience Store,DISTRICT HEIGHTS,MD,20747.0,6302 MARLBORO PIKE,------,TOFAZZAL HOSSAIN,Food Establishments,38.854353,-76.898905
8426,HIP HOP FISH & CHICKEN,Fast Food,CLINTON,MD,20735.0,7600 Old Branch AVE,------,AHMAD MAGATHEH,Food Establishments,38.785519,-76.897895
8427,FLIK,Restaurant,GLENARDEN,MD,20706.0,7900 HARKINS RD,------,SCOTT DAVIS,Food Establishments,38.951264,-76.873137
8428,DOLLAR TREE 7004,Dollar Store,SEAT PLEASANT,MD,20743.0,6300 CENTRAL AVE,------,Gary Philbin,Food Establishments,38.88686,-76.900651
8429,SEVEN ELEVEN 39671A,Convenience Store,FORT WASHINGTON,MD,20744.0,12800 OLD FORT RD,------,LIAQAT MASOOD,Food Establishments,38.712955,-76.988381
8430,SWEET BAZIL LLC,Full Service,NATIONAL HARBOR,MD,20745.0,5300 INDIAN HEAD HWY,------,KARIDA CELESTINE,Food Establishments,38.817407,-76.999033
8431,DC MINI MART,Convenience Store,MOUNT RAINIER,MD,20712.0,2319 VARNUM ST,------,MORUD HOSSAIN,Food Establishments,38.944476,-76.972288
8432,DUTCH VILLAGE FARMER'S MARKET GOURMET COFFEES & PIZZA LLC,Carry-out,Upper Marlboro,MD,20772.0,5030 Brown Station RD,------,CHESTER STOLTZFUS,Food Establishments,38.820331,-76.76497
8438,CVS PHARMACY 10168,Convenience Store,COLLEGE PARK,MD,20740.0,8319 BALTIMORE AVE,------,Thomas Moffatt,Food Establishments,38.993159,-76.932904
8439,DUTCH VILLAGE FARMERS MARKET E&A CANDIES,Carry-out,UPPER MARLBORO,MD,20772.0,5030 BROWN STATION RD,------,ELAM PETERSHEIN,Food Establishments,38.820331,-76.76497
8440,PIZZERIA PARADISO,Full Service,HYATTSVILLE,MD,20781.0,4800 RHODE ISLAND AVE,2,RUTH GRESSER,Food Establishments,38.948335,-76.943639
8441,KOBE JAPANESE STEAK HOUSE,Restaurant,GLENARDEN,MD,20706.0,2801 CAMPUS WAY,302K,CHAN BAE,Food Establishments,38.922276,-76.848382
8442,JERSEY MIKE'S SUBS,Fast Food,BOWIE,MD,20720.0,10201 MARTIN LUTHER KING JR HWY,------,DANIEL MALAMIS,Food Establishments,38.955915,-76.82798
8443,POH-YO,Fast Food - Local,COLLEGE PARK,MD,20740.0,8147 BALTIMORE AVE,D,RADU LUNGU,Food Establishments,38.991425,-76.93367
8444,COOKIES BY DESIGN,Bakery,HYATTSVILLE,MD,20782.0,2900 BELCREST CENTER DR,109B,AHMED SHAFIE,Food Establishments,38.96563,-76.957901
8445,RANGE AND REEF LLC (CATERING,,BOWIE,MD,20715.0,6814 LAUREL BOWIE RD,------,JAMES HOLDERBAUM,Food Establishments,38.984213,-76.757136
8446,SIX FLAGS AMERICA -KICKIN' TSUNAMI CHICKEN,Stadium/Amusement Park,MITCHELLVILLE,MD,20721.0,13710 CENTRAL AVE,------,RICK HOWARTH,Food Establishments,38.90087,-76.775193
8447,DUTCH VILLAGE FARMERS MARKET SADIE ANN'S SOFT PRETZELS,Carry-out,UPPER MARLBORO,MD,20772.0,5030 BROWN STATION RD,------,IVAN STOLTZFUS,Food Establishments,38.820331,-76.76497
8448,LOTSA STONE FIRED PIZZA,Fast Food - Chain,COLLEGE PARK,MD,20740.0,4350 KNOX RD,------,ANTHONY DIGANGI,Food Establishments,38.981051,-76.939256
8449,DREAMS OVER AMERICA INC,,CAPITOL HEIGHTS,MD,20743.0,56 RITCHIE RD,------,CEDRIC MYRICK SR,Food Establishments,38.888431,-76.862129
8450,DUTCH VILLAGE FARMERS MARKET J&R BAKERY,Bakery,UPPER MARLBORO,MD,20772.0,5030 BROWN STATION RD,------,JOHN STOLTZFUS,Food Establishments,38.820331,-76.76497
8452,SAMURAI HIBACHI AND WINGS,Carry-out,GREENBELT,MD,20770.0,7557 GREENBELT RD,------,EUN CHON,Food Establishments,38.994018,-76.877091
8453,1000 DEGREES PIZZA- WOODMORE,Restaurant,LANHAM,MD,20706.0,9201 WOODMORE CENTRE DR,------,VALDEZ MUMFORD,Food Establishments,38.922319,-76.84742
8454,SHARK'S FISH AND CHICKEN,Carry-out,DISTRICT HEIGHTS,MD,20747.0,5744 SILVER HILL RD,22,MOHAMMED QUAYUM,Food Establishments,38.854154,-76.908026
8456,NY DELI,Carry-out,GLENARDEN,MD,20706.0,8100 MARTIN LUTHER KING JR HWY,------,ANDERSON LIRIANO,Food Establishments,38.933012,-76.866419
8458,THE HOTEL @ UMCP - POTOMAC PIZZA,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,D,ADAM GREENBERG,Food Establishments,38.986309,-76.936569
8460,MARIA BONITA,,RIVERDALE,MD,20737.0,5612 KENILWORTH AVE,------,AZUCENA MARTINEZ,Food Establishments,38.958171,-76.920721
8463,SABOUYA INTERNATIONAL MARKET INC,Grocery Store,LAUREL,MD,20707.0,14207 CHERRY LANE CT,------,IBRAHAM BAH,Food Establishments,39.086985,-76.855338
8464,OLD MARYLAND GRILL,,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,C,GABRIELLE DUALL,Food Establishments,38.986309,-76.936569
8466,FAIRMONT HEIGHTS HIGH SCHOOL,Public School,CHEVERLY,MD,20785.0,6501 COLUMBIA PARK RD,------,MARK FOSSETT,Food Establishments,38.91816,-76.894545
8467,FOURKD CATERING,Catering Only,SUITLAND,MD,20746.0,5683 SUITLAND RD,------,DERRICK GRIMES,Food Establishments,38.838498,-76.907784
8468,Fairmont Heights High School Athletic Field,Public School,CHEVERLY,MD,20785.0,6501 COLUMBIA PARK RD,------,TORRIE LASHLEY,Food Establishments,38.91816,-76.894545
8469,COLLEGE PARK ACADEMY PUBLIC CHARTER,Public School,RIVERDALE,MD,20737.0,5751 RIVERTECH CT,------,MARK FOSSETT,Food Establishments,38.967986,-76.928212
8470,CHESAPEAKE MATH AND IT ACADEMY HIGH SCHOOL,Public School,LAUREL,MD,20707.0,14800 SWEITZER LN,------,MARK FOSSETT,Food Establishments,39.092889,-76.899462
8471,LA BENDICION CARRY OUT,Carry-out,HYATTSVILLE,MD,20781.0,2425 KENILWORTH AVE,------,OLGA LOPEZ,Food Establishments,38.920572,-76.930779
8472,CHIPOTLE MEXICAN GRILL 3115,Fast Food - Chain,HYATTSVILLE,MD,20782.0,3500 EAST WEST HWY,1246,TERRY KELLER,Food Establishments,38.966903,-76.958574
8473,WINGSTOP 423,Fast Food,DISTRICT HEIGHTS,MD,20747.0,3443 DONNELL DR,------,JONATHAN SHULKIN,Food Establishments,38.846322,-76.884909
8474,DC CHARBROILED CHICKEN & GRILL,Carry-out,GREENBELT,MD,20770.0,6062 GREENBELT RD,56A,NAYAN BEGUM,Food Establishments,38.997538,-76.909155
8475,PRIME INTERNATIONAL FOODS,Meat/Poultry Market,CHEVERLY,MD,20785.0,8571 LANDOVER RD,------,FATAMATA BAH,Food Establishments,38.917255,-76.857429
8476,FLOR BLANCA BAKERY & CAFE,Restaurant,GLENARDEN,MD,20706.0,9364 LANHAM SEVERN RD,------,JUAN MELGAR,Food Establishments,38.971943,-76.847453
8477,SEVEN ELEVEN 37240A,Convenience Store,RIVERDALE,MD,20737.0,6315 BALTIMORE AVE,------,RAJBIR CHOPRA,Food Establishments,38.965501,-76.938946
8478,FIREHOUSE SUBS OF BOWIE,Carry-out,BOWIE,MD,20715.0,15475 ANNAPOLIS RD,170,DENNIS ATLAS,Food Establishments,38.979316,-76.734998
8479,ROYAL FARMS 166,Gas Station Store,SPRINGDALE,MD,20774.0,1700 SANSBURY RD,------,JOHN KEMP,Food Establishments,38.866124,-76.838842
8480,UMCP - HIBACHI SAN 66,College/University,COLLEGE PARK,MD,20742.0,3841 CAMPUS DR,0117,ANDREW CHERNG,Food Establishments,38.984828,-76.948226
8481,LAUREL DUTCH MARKET - DJ's Wing Counter LLC,Carry-out,LAUREL,MD,20707.0,9701 FORT MEADE RD,------,DANIEL SMUCKER JR,Food Establishments,39.095491,-76.838165
8483,THE FORBUSH SCHOOL AT PRINCE GEORGE'S COUNTY,Private School,GLENARDEN,MD,20706.0,4819 WALDEN LN,4880,JONATHAN KATZIR,Food Establishments,38.957147,-76.833889
12326,TERIYAKI KAISEN,Full Service,HYATTSVILLE,MD,20781.0,5501 BALTIMORE AVE,103,HAN QING TANG,Food Establishments,38.955576,-76.940224
12373,TOWNEPLACE SUITES BY MARRIOTT,Hotel,COLLEGE PARK,MD,20740.0,9620 BALTIMORE AVE,------,AMIT PATEL,Food Establishments,39.012318,-76.928236
12492,PHO 168,Full Service,GREENBELT,MD,20770.0,6062 GREENBELT RD,------,XIANJIE LIN,Food Establishments,38.997538,-76.909155
13051,MEXICAN FRUITS,Convenience Store,BRENTWOOD,MD,20722.0,4301 BLADENSBURG RD,------,MARTHA BALBUENA,Food Establishments,38.937428,-76.945141
13141,GEORGETOWN OLIVE OIL COMPANY,Grocery Store,NATIONAL HARBOR,MD,20745.0,181 WATERFRONT ST,------,CHRISTINA GOLEVA,Food Establishments,38.783508,-77.017171
13196,UMCP - ESJ CAFE SUPPORT KITCHEN,College/University,COLLEGE PARK,MD,20742.0,4131 CAMPUS DR,------,JOSEPH MULLINEAUX,Food Establishments,38.985823,-76.946994
13281,DISTRICT TACO,Restaurant,Riverdale,MD,20737.0,6710 45th ST,2B,OSIRIS HOIL,Food Establishments,38.97015,-76.93709
13325,THE HOTEL @ UMCP- EMPLOYEE LOUNGE,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,------,SUSAN HILLMAN,Food Establishments,38.986309,-76.936569
13326,THE HOTEL @ UMCP - BAGELS 'N GRINDS,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,A,ADAM GREENBERG,Food Establishments,38.986309,-76.936569
13334,THE HOTEL @ UMCP - LOBBY BAR,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,------,SUSAN HILLMAN,Food Establishments,38.986309,-76.936569
13335,THE HOTEL @ UMCP - BANQUET KITCHEN,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,------,SUSAN HILLMAN,Food Establishments,38.986309,-76.936569
13336,THE HOTEL @ UMCP - PENTHOUSE PREP KITCHEN,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,------,SUSAN HILLMAN,Food Establishments,38.986309,-76.936569
13337,THE HOTEL @ UMCP - CONCIERGE LOUNGE,Full Service,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,------,SUSAN HILLMAN,Food Establishments,38.986309,-76.936569
13365,GAEA JUICE,Limited Service,Beltsville,MD,20705.0,10407 47th AVE,------,ROBERTA OSEI-WUSU,Food Establishments,39.028326,-76.919032
13374,SPORTSMAN,,LAUREL,MD,20707.0,109 2ND ST,------,CECIL DEONAULTY,Food Establishments,39.102918,-76.843224
13385,THE HOTEL @ UMCP - SUNDRY CONVENIENCE,Convenience Store,COLLEGE PARK,MD,20740.0,7777 BALTIMORE AVE,------,SUSAN HILLMAN,Food Establishments,38.986309,-76.936569
13473,SAKURA HIBACHI AND SUSHI EXPRESS,,SPRINGDALE,MD,20774.0,10562 CAMPUS WAY,------,SUSU CHEN,Food Establishments,38.896707,-76.822843
13553,MOD PIZZA,Fast Food - Chain,RIVERDALE,MD,20737.0,4401 WOODBERRY ST,------,SCOTT SVENSON,Food Establishments,38.97053,-76.93715
13558,CHIPOTLE MEXICAN GRILL 3114,Fast Food - Chain,DISTRICT HEIGHTS,MD,20747.0,3443 DONNELL DR,------,TERRY KELLER,Food Establishments,38.846322,-76.884909
13560,FARMER'S MEAT SHOP,Meat/Poultry Market,HYATTSVILLE,MD,20784.0,5502 LANDOVER RD,------,TANIN PERSA,Food Establishments,38.937973,-76.923536
13562,BJ'S RESTAURANT & BREWHOUSE,Restaurant,MITCHELLVILLE,MD,20716.0,15701 EMERALD WAY,------,GREGORY TROJAN,Food Establishments,38.944026,-76.733159
13916,BUFFALO WILD WINGS 715,Restaurant,CAPITOL HEIGHTS,MD,20743.0,1630 RITCHIE STATION CT,------,EMILY DECKER,Food Establishments,38.868275,-76.850625
13917,Canteen Employee Micro Market-Costco Lanham,Micro Market,GLENARDEN,MD,20706.0,2400 FIVE LEES LN,------,PAMELA RUBY,Food Establishments,38.922335,-76.850979
13932,SMOOTHIE KING 1503,Carry-out,GLENARDEN,MD,20706.0,9100 MCHUGH DR,------,TORI JOHNSON,Food Establishments,38.920596,-76.848554
